windfarm_name,latitude,longitude,windfarm_power
 Lindchen,51.71789,6.21669,41810.0
 Linden (DE),49.34453,7.62747,41100.0
 Lindena (dismantled),51.60067,13.51597,23480.0
 Lindena,51.60067,13.51597,23480.0
 Lindendorf,52.48331,14.41014,39115.0
 Lindenhof,53.85375,13.00711,5880.0
 Lindenholzhausen,50.36892,8.12181,11800.0
 Lindern,50.98078,6.22297,69795.0
 Linderte,52.28278,9.67056,15586.67
 Lindewitt-Linnau,54.71244,9.14792,76680.0
 Lindlein,49.30911,10.0005,24966.67
 Lindtorf,52.68422,11.91233,56990.0
 Lingelbach,50.76717,9.41581,14396.0
 Lingerhahn,50.09289,7.58867,49165.0
 Linnich-Gereonsweiler,50.97825,6.23572,85664.29
 Linnich-Körrenzig,51.01403,6.31731,56200.0
 Linsburg,52.60108,9.32186,8573.33
 Lirstal,50.24611,7.04978,34300.0
 Lischow,53.97558,11.60733,5920.0
 Lissa,51.50169,12.28425,35060.0
 Listingen,51.45869,9.24328,14350.0
 Littdorf,51.06,13.11997,34500.0
 Litterzhofen,49.07656,11.39447,12415.0
 Litzendorf,49.93472,11.09608,35975.0
 Lobendorfer Forsten,51.75917,14.10003,47880.0
 Loccum,52.45458,9.14964,52305.0
 Lockstedt,54.00397,9.68997,49160.0
 Loevenich-Linnich,51.01267,6.31122,42725.0
 Lohe (Niedersachsen),53.47753,8.81142,49126.0
 Lohe (Nordrhein-Westfalen),51.63922,8.23592,16075.0
 Loherhof,50.96453,6.14617,6480.0
 Lohhof,52.47836,8.89258,11338.33
 Lohne,52.66128,8.155,43497.5
 Loickenzin,53.70586,13.22156,38400.0
 Lonsee,48.57097,9.93892,63010.0
 Looft II,54.03103,9.548,59830.0
 Lorup,52.9245,7.69278,11985.0
 Losheim (Nordrhein-Westfalen),50.349,6.4005,36000.0
 Losheim (Saarland),49.47028,6.76942,34391.67
 Losheim-Britten,49.53908,6.66269,22940.0
 Losheim-Wahlen,49.50172,6.75697,15535.0
 Lotte,52.33189,7.93369,17010.0
 Loxstedt,53.42356,8.51078,4200.0
 Loßburg,48.39331,8.44581,17450.0
 Luckau,52.93192,11.02125,11890.0
 Luckenwalde,52.10997,13.13,34370.0
 Ludwigsdorf,51.20261,14.96161,70271.25
 Ludwigsdorf (dismantled),51.20261,14.96161,70271.25
 Ludwigsgroden,53.66231,7.8015,10110.0
 Lugau,51.61917,13.59942,17725.71
 Lumpzig,50.94539,12.26089,12980.0
 Lunden (DE),54.33286,9.023,10790.0
 Lunow,52.55922,14.52419,10420.0
 Lutheran (dismantled),53.46633,11.99458,23520.0
 Lutheran,53.46633,11.99458,23520.0
 Lutter,52.60006,9.50356,11980.0
 Luttum,52.90372,9.30425,14400.0
 Luttum (dismantled),52.90372,9.30425,14400.0
 Lübbecke,52.3,8.61836,20980.0
 Lübbenau,51.81881,13.94058,44736.25
 Lübbow-Bösel,52.92794,11.18486,47624.44
 Lübow,53.84392,11.52869,11855.0
 Lübz,53.48619,12.02225,19949.17
 Lübz (Werder),53.49706,11.99644,19286.0
 Lüdenberg,51.92936,9.25961,34157.5
 Lüdersdorf (Brandenburg) (dismantled),52.68822,14.064,184510.0
 Lüdersdorf (Brandenburg),52.68822,14.064,183680.0
 Lüdersdorf-Parstein,52.949,14.05247,31567.22
 Lüdinghausen,51.80314,7.51486,72000.0
 Lüneburg,53.35306,10.48917,33527.78
 Lünen,51.63819,7.50622,19170.0
 Lünne,52.40536,7.46486,42325.38
 Lünzen,53.1205,9.69933,14400.0
 Lüstringen,52.27869,8.16283,14600.0
 Lütetsburg,53.61678,7.24361,48562.86
 Lütjenholm,54.68472,9.02267,81450.0
 Lütjenhorn (dismantled),54.78989,9.07581,16973.33
 Lütjenhorn,54.78989,9.07581,16973.33
 Lütjenwestedt,54.13,9.50583,70136.0
 Lützenreuth,50.08572,11.69528,48710.0
 Lähden,52.72175,7.52883,25148.0
 Löbau,51.12547,14.65328,12890.0
 Löbschütz,51.21442,13.34503,49200.0
 Löhcheswald,50.89597,8.08692,16450.0
 Löhrstorf,54.33728,11.00794,49790.0
 Löhrstorf (dismantled),54.33728,11.00794,49790.0
 Löningen,52.71417,7.67331,12490.0
 Löningen-Postfeld,52.70753,7.82192,12948.0
 Lörzweiler,49.88508,8.30389,12633.33
 Lövenich,51.01536,6.30564,29832.22
 Löwenstedt,54.63036,9.17928,76685.0
 Löwitz,53.78672,11.01428,35970.0
 Maasen,52.69806,8.85081,48780.0
 Maasen II,52.69578,8.85122,48000.0
 Maasen III,52.70314,8.85483,60000.0
 Mademühlen,50.61706,8.15606,41105.0
 Mademühlen (dismantled),50.61706,8.15606,41105.0
 Madfeld-Radlinghausen,51.43283,8.67931,43793.64
 Madfeld-Radlinghausen (dismantled),51.43283,8.67931,43793.64
 Magdalena,51.96458,13.78433,33220.0
 Mahlwinkel Nord,52.39036,11.81864,47276.88
 Mahndorf,53.02319,8.93186,50456.0
 Mainstockheim,49.76242,10.10694,48000.0
 Mainz-Ebersheim,49.93883,8.2425,0.0
 Maisach,48.2165,11.25722,72000.0
 Malchow (Berlin),52.59392,13.49533,99880.0
 Malchow (Mecklenburg-Vorpommern),53.49133,12.41542,15600.0
 Mallnow (dismantled),52.44058,14.48297,14283.33
 Mallnow,52.44058,14.48297,14283.33
 Malterhausen,52.01117,12.89114,29418.71
 Mammoor,52.97006,7.66128,42928.57
 Mannhagen,54.17189,13.18975,45223.75
 Marienberg-Satzung,50.53383,13.19022,4770.0
 Marienhagen,52.03128,9.671,13665.0
 Marienmünster,51.82875,9.25628,19915.0
 Marienmünster (dismantled),51.82875,9.25628,19915.0
 Mark Flickert,51.29214,12.27956,19880.0
 Markee,52.57997,12.86997,47160.0
 Markee III,52.58969,12.89,0.0
 Markee VI,52.57997,12.86997,52430.0
 Markendorf (Mecklenburg-Vorpommern),53.71972,13.33644,77370.0
 Markersdorf (Sachsen),50.93053,12.65694,21773.33
 Markersdorf (Thüringen),50.74542,12.16978,13025.0
 Marklohe,52.66422,9.10478,15600.0
 Marklohe (dismantled),52.66422,9.10478,15600.0
 Marklohe I,52.66414,9.10808,18810.0
 Marklohe II,52.65356,9.11856,19440.0
 Marklohe III,52.64356,9.11383,35960.0
 Markranstädt,51.26533,12.25506,31660.0
 Marksuhl,50.91017,10.21647,14050.0
 Markt Erlbach,49.5145,10.67331,47370.0
 Markt Rettenbach,47.92214,10.37892,23950.0
 Marktbreit,49.67275,10.15917,48000.0
 Marl Uhlenbrock,51.67467,7.19661,72000.0
 Marlow,54.12472,12.29325,78970.0
 Marpingen,49.44469,7.01331,35433.33
 Marsberg,51.48536,8.82625,15550.0
 Marschtief,53.63322,7.25433,25103.5
 Marschtief (dismantled),53.63322,7.25433,25103.5
 Marschweg,53.62522,7.23225,51260.0
 Martenberg (Hessen),51.37925,8.82103,45230.0
 Martfeld,52.85475,9.06206,37725.0
 Martinroda,50.81314,10.07008,15566.67
 Martinshöhe,49.36953,7.46761,12460.0
 Martinskirchen,51.47408,13.24519,126490.0
 Massen beim Lausitzring,51.64997,13.73,19590.0
 Massenhausen,51.38014,9.01639,49904.0
 Mastershausen I,50.03719,7.34028,48438.57
 Mastershausen II,50.03719,7.34028,46940.0
 Mastershausen IV,50.03719,7.34028,53700.0
 Mattenberg,50.82036,8.40747,72000.0
 Matthias Wunsch,51.30058,8.05139,8840.0
 Mauswinkel-Wüstwillenroth,50.41408,9.31258,14250.0
 Maxau,49.02,8.33,2170.0
 Maßbach,50.17433,10.31192,57600.0
 Mechow,52.85506,12.47106,11350.0
 Meckel-Gilzem,49.87789,6.51508,31252.5
 Mecklenburg,53.91239,12.55,66720.0
 Mecklenburger Schweiz,53.86369,12.08897,52156.25
 Mecklenhorst,52.51703,9.48589,73400.0
 Medow,53.83306,13.54889,44087.5
 Meerberg,52.26878,9.90983,11996.67
 Meerdorf,52.35319,10.30222,30940.0
 Meerhof,51.5225,8.82478,51860.0
 Meerhofer Weg,51.55078,8.82947,53560.0
 Meerwind Ost,54.40167,7.70706,87780.25
 Meerwind Süd,54.40167,7.70706,90646.25
 Meeschendorfer Weide,54.32597,10.98208,11915.0
 Mehna,50.96061,12.32781,29480.0
 Mehring,49.75319,6.86181,48000.0
 Mehringen (Niedersachsen),52.83036,9.14911,5400.0
 Mehringer Höhe,49.75531,6.85683,15975.0
 Mehrum-Schwicheldt,52.32186,10.10739,20581.11
 Mehrum-Schwicheldt (dismantled),52.32186,10.10739,20581.11
 Meilitz,50.71469,11.72022,10580.0
 Meineweh I,51.0545,12.00136,24790.0
 Meineweh II,51.0545,12.00136,28498.57
 Meineweh III,51.07583,11.98444,47970.0
 Meiswinkel,50.93789,7.95819,14360.0
 Meitze,52.57656,9.76883,35300.0
 Melaune,51.18531,14.72342,49475.0
 Melbeck,53.18942,10.3825,43607.5
 Melle (Deutschland),52.20325,8.33606,5430.0
 Memershausen 1,53.60322,8.06233,47450.0
 Memershausen 3,53.60797,8.05725,54140.0
 Memgaste,53.31856,7.40994,19160.0
 Memgaste-Neermoor,53.31033,7.40767,42770.0
 Mengen,48.07669,9.35883,14480.0
 Mengerskirchen,50.58531,8.14894,57600.0
 Menhofen,47.90469,10.82783,48000.0
 Menninghausen,51.85908,8.18297,32585.0
 Menze Wind,51.53331,7.99447,45080.0
 Meppen,52.74933,7.41222,11980.0
 Merchingen I,49.43772,6.70894,20696.67
 Merchingen II,49.43772,6.70894,20823.33
 MergelWind,51.45422,8.92697,44540.0
 Merklingsen,51.57003,8.00858,28804.0
 Merkur Offshore,54.03331,6.54997,144000.0
 Mertensdorf,53.23619,12.09472,47364.0
 Merzen,52.47592,7.82944,11970.0
 Merzenich,50.82608,6.56186,35593.33
 Merzig,49.45572,6.69406,38069.0
 Meschede,51.28331,8.31661,45952.5
 Messingen,52.44525,7.45117,43650.0
 Metelen,52.16767,7.20172,29416.67
 Mettlach,49.49269,6.593,43674.44
 Mettweiler,49.58719,7.32733,19992.5
 Mettweiler (dismantled),49.58719,7.32733,19992.5
 Metzenhausen,49.96981,7.35975,55200.0
 Metzinger Berg (dismantled),50.39439,6.46886,47936.67
 Metzinger Berg,50.39439,6.46886,47936.67
 Meuselwitz,51.03581,12.39372,47475.0
 Meyenburg (Brandenburg),53.29536,12.21556,42641.25
 Michelbach (DE),50.00611,7.44464,79140.0
 Michelshof,50.64244,6.34286,49130.0
 Middoge,53.639,7.83989,11610.0
 Midlum (DE),53.72017,8.65453,11970.29
 Mielesdorf,50.49456,11.86633,11910.0
 Mihla,51.05461,10.31606,71985.0
 Mildenberg,52.99728,13.28317,34367.33
 Mildenberg (dismantled),52.99728,13.28317,34367.33
 Milow,53.46764,13.85683,23030.0
 Milow (dismantled),53.46764,13.85683,23030.0
 Miltzow-Engelswacht,54.21,13.14369,45250.0
 Mimberge,51.40897,7.91611,7160.0
 Mimstede,53.64428,7.53442,47294.29
 Minfeld,49.08244,8.15061,27594.0
 Mistorf II,53.86211,12.09361,48320.0
 Mistorf-Groß Schwiesow,53.86881,12.11189,42275.0
 Mistorf-Groß Schwiesow No.1,53.85997,12.10997,47147.78
 Mistorf-Groß Schwiesow No.2,53.85997,12.10997,46590.0
 Mittelhausen I,51.43592,11.45981,47933.33
 Mittelhausen II,51.43592,11.45981,47966.67
 Mittelherwigsdorf,50.93408,14.81386,12660.0
 Mittelstenahe,53.63283,9.03719,49154.0
 Mittelstenahe (dismantled),53.63283,9.03719,49154.0
 Mittenwalde,53.17783,13.64,16362.86
 Mittenwalde (dismantled),53.17783,13.64,16362.86
 Mittleres,53.91544,12.54992,72990.0
 Mockenberg,49.76411,8.06103,79240.0
 Mohorn,50.98892,13.45344,12760.0
 Mohrkirch,54.66872,9.69217,14250.0
 Molau,51.05692,11.77567,63910.0
 Molau-Leislau,51.07278,11.78942,38631.25
 Molino,51.57153,9.28861,5320.0
 Moorhusen,53.94914,9.39667,33185.56
 Moormerland,53.31667,7.41667,47860.0
 Moosmoor,53.39964,8.64075,73112.5
 Morbach,49.84178,7.11775,79470.0
 Morbach (dismantled),49.84178,7.11775,79470.0
 Morsbach,50.91172,7.73444,19433.33
 Mosberg,49.54306,7.15778,32800.0
 Murrmann,49.93731,11.29014,11940.0
 Mutzschen-Gastewitz,51.25397,12.86053,47532.86
 Mücheln-Oechlitz,51.30758,11.80447,14403.33
 Mücke Feldatal Ulrichstein,50.62283,9.138,54633.33
 Mücke-Atzenhain,50.64181,9.00336,12375.0
 Mücke-Feldatal-Ulrichstein,50.62261,9.14236,53080.0
 Mückeln,50.09058,6.91239,21930.0
 Mücklingen,53.18778,10.77467,47101.43
 Müggenburg-Panschow,53.78164,13.61997,32368.67
 Mühlanger,51.86792,12.73478,70605.0
 Mühlenhordt Mesloh,52.66742,8.90917,48000.0
 Mühlenweg,54.80453,9.37919,11940.0
 Mühlhausen,49.77058,10.75133,72710.0
 Mühlstedt,51.93108,12.24767,35560.0
 Mülheim,51.45161,6.81508,52940.0
 Mülheim-Wichterich,50.70667,6.76872,65612.0
 Müller-Lüdenscheid,51.28919,7.55733,35450.0
 Müllingen,52.28981,9.92136,21600.0
 Müllingsen,51.53353,8.15061,43665.0
 Münchberg Gottersdorf,50.20583,11.76842,32646.67
 Müncheberg,52.51764,14.17486,44267.5
 Müncheberg Zwei,52.51742,14.17106,12260.0
 Münnerstadt,50.22872,10.15744,59998.0
 Münsingen Auingen,48.40206,9.52797,16145.0
 Münsingen-Auingen II,48.40506,9.55361,16762.5
 Münster,52.03217,7.58114,20716.0
 Münster-Wolbeck,51.93747,7.72997,49200.0
 Mürow,53.04278,14.06008,22086.67
 Müssentin,53.91036,13.30669,9170.0
 Möhnesee,51.51986,8.18564,15795.0
 Möllenberg,52.13417,8.93247,30112.5
 Mönchengladbach,51.09322,6.43008,40163.0
 Mörsdorf,50.10986,7.32547,54875.0
 Möthlitz,52.46311,12.39911,47298.0
 Nachtweide,49.53072,8.31025,46305.0
 Nackel,52.837,12.55486,11481.43
 Nadrensee,53.32322,14.37019,44770.0
 Naensen,51.8685,9.90047,24330.0
 Nahmitz,52.3175,12.70889,11255.0
 Nantrow,53.95161,11.58414,3555.0
 Nateln,52.96528,10.73669,83916.67
 Natendorf,53.08753,10.45356,14400.0
 Nauen,52.60664,12.87536,26197.41
 Nauendorf (Sachsen),51.24925,13.11767,32530.0
 Nechlin,53.45711,13.89736,35640.0
 Neddenaverbergen-Armsen,52.89675,9.36419,44162.5
 Nedlitz,52.12244,11.84089,11250.0
 Neermoor,53.30669,7.40992,43000.0
 Nellingen,48.53539,9.81914,14055.0
 Nesselbach,49.23372,9.83622,23930.0
 Netzanschluss Gamlen,50.25019,7.20322,55690.0
 Neu Kosenow,53.77861,13.76017,43391.0
 Neu Wulmsdorf (dismantled),53.44689,9.78486,13950.0
 Neu Wulmsdorf,53.44689,9.78486,13950.0
 Neu Zauche Nord I,51.93997,14.08997,16333.33
 Neu Zauche Nord II,51.94186,14.09458,33033.64
 Neu-Louisendorf,51.71989,6.27711,50490.0
 Neu-Westeel,53.54772,7.17731,6960.0
 Neublauhus,53.394,7.09111,14660.0
 Neubrunn (Bayern),49.73369,9.70169,14315.0
 Neubukow,54.01342,11.68758,14520.0
 Neuburg,53.97917,11.64444,3770.0
 Neuburxdorf,51.46908,13.29733,14090.0
 Neubörger,52.95567,7.44578,48000.0
 Neudorf-Poxdorf,49.93472,11.09608,72000.0
 Neudorfer,51.44728,8.92631,23295.0
 Neudörpen,52.95978,7.36386,14140.0
 Neudörpener Str,52.95972,7.37103,14263.33
 Neue Weide,52.85533,9.05867,31100.0
 Neuenbeken,51.73819,8.87822,39570.0
 Neuenbeken Buker,51.73386,8.91783,52735.0
 Neuenfeld,53.43025,14.04083,32377.33
 Neuenfelde,53.5,9.84997,3250.0
 Neuengamme,53.41994,10.23856,37372.0
 Neuengörs-Weede,53.90764,10.4005,35957.5
 Neuenhuntorfermoor (dismantled),53.14022,8.42136,32360.0
 Neuenhuntorfermoor,53.14022,8.42136,32360.0
 Neuenkirchen (Niedersachsen),53.78581,8.91639,23915.0
 Neuenlande,52.66367,7.55442,11990.0
 Neuenrade,51.30128,7.77444,1248.33
 Neuenwalde,53.65297,8.70211,104012.5
 Neuer Kamp,51.7245,7.12911,38110.0
 Neuerkirch,50.02411,7.50189,52551.25
 Neuferchau,52.58931,11.06306,45380.0
 Neuharlingersiel,53.67992,7.68111,3560.0
 Neukammer IV,52.59228,12.85919,44760.0
 Neukirchen,51.03981,10.33394,21070.0
 Neukirchen-Vluyn,51.45975,6.51892,35515.0
 Neukyhna-Zaasch,51.55297,12.29106,16328.33
 Neukünkendorf,52.95903,14.03931,38600.0
 Neuküstrinchen,52.79936,14.15381,13160.0
 Neuland,53.45808,10.02528,11320.0
 Neulandsweg,53.42153,8.15831,11987.5
 Neuloquard,53.394,7.09111,11960.0
 Neunkirchen,49.70011,9.3695,57600.0
 Neuss,51.15917,6.61608,46770.0
 Neustadt,52.61178,9.49719,9880.0
 Neustadt (Brandenburg),52.85675,12.46133,19260.0
 Neustadt (Schleswig-Holstein),54.10781,10.80456,11920.0
 Neustadt a. Rübenberge,52.61664,9.55956,31692.22
 Neustadt-Dosse,52.86569,12.45808,18319.17
 Neustadt-Dosse (dismantled),52.86569,12.45808,18319.17
 Neustadt-Speckswinkel,50.74906,9.22747,33193.33
 Neustgewann,49.98092,7.46206,54973.33
 Neutscher Höhe,49.76572,8.70353,7153.33
 Neßmergrode,53.67661,7.42169,43680.0
 Nickelsdorf (DE),50.97833,12.01108,14380.0
 Nidda,50.455,9.03303,13515.0
 Nideggen,50.67128,6.50344,35610.0
 Niebüll,54.79883,8.77692,73340.0
 Nieder-Olm,49.91564,8.22519,13440.0
 Niedere Börde A2 I/S,52.21272,11.47944,42282.0
 Niedergörsdorf,51.95683,12.96528,9830.0
 Niederhambach,49.69728,7.20717,79316.0
 Niederhausen,49.74014,7.90714,55213.33
 Niederheide,52.30608,8.48419,72000.0
 Niederkirchen,49.55758,7.72114,32184.0
 Niederkumbd,50.02086,7.51772,71140.0
 Niederlauterstein,50.66619,13.19103,11486.67
 Niederlehme,52.32425,13.68025,44720.0
 Niedernstöcken,52.65011,9.55078,72000.0
 Niederrhein,51.3925,6.37117,26615.0
 Niederröblingen,51.42558,11.37047,25050.0
 Niederzier,50.94358,6.49358,49001.43
 Nielebock,52.43167,12.05028,32646.11
 Nielitz,54.02636,13.09778,41324.0
 Niemberg,51.57664,12.10756,43130.0
 Niemegk I,52.07967,12.73106,11590.0
 Niemegk II,52.07994,12.72333,31442.5
 Niemegk-Haseloff,52.07869,12.74033,46198.46
 Nienhagen (Mecklenburg-Vorpommern),54.13525,12.17922,42320.0
 Nienhagen (Niedersachsen),52.54308,10.09894,30835.0
 Niese,51.86744,9.29375,4910.0
 Nieukerk,51.46322,6.41042,18260.0
 Nindorf,52.98706,9.52003,16720.0
 Nisterau,50.66781,7.98553,12000.0
 Nitzschka,50.90433,12.36031,14286.67
 Norath,50.13056,7.5875,35326.67
 Norby Owschlag,54.41331,9.58639,35858.75
 Nordbrock,51.74969,6.69908,22476.67
 Norddeich,54.22569,8.91364,54970.0
 Norddöllen,52.80697,8.31978,11990.0
 Norden,53.51236,7.15464,4713.33
 Nordenham,53.54228,8.49783,74700.0
 Norderhof I,54.79875,8.74378,55062.86
 Norderhof II,54.79428,8.75594,86396.67
 Norderwöhrden IV,54.16583,8.99797,20320.0
 Nordgermersleben,52.20417,11.36528,47760.0
 Nordhackstedt,54.74042,9.18914,65355.0
 Nordholz,53.75042,8.54203,7158.0
 Nordhorn,52.43586,7.07422,48000.0
 Nordlohne,52.52736,7.25011,8940.0
 Nordschwarzwald,48.61722,8.46178,40562.14
 Nordsee One Offshore,54.444,7.682,146960.37
 Nordseeküste,53.789,8.577,20392.5
 Nordstrand III,54.49211,8.86472,55030.0
 Nordum,54.03142,12.19136,34950.0
 Nordvelen,51.92578,6.97642,35886.67
 Nordwohlde,52.90244,8.74947,10830.0
 Norken,50.66569,7.89322,2380.0
 Norstedt,54.60342,9.14383,67138.18
 Nortorf,53.92978,9.32572,40350.0
 Nortorf-West,53.92978,9.32572,76785.0
 Nottuln,51.54108,7.21467,144000.0
 Nusbaum (dismantled),49.92475,6.32069,67114.0
 Nusbaum,49.92475,6.32069,67114.0
 Nußbach (dismantled),49.65164,7.70164,99540.0
 Nußbach,49.65164,7.70164,99540.0
 Nückel,53.50064,8.67156,14400.0
 Nüdlingen,50.21525,10.15131,45690.0
 Nüttermoor,53.26561,7.4245,11905.0
 Obbach,50.08367,10.07611,60720.0
 Ober Kostenz,49.95969,7.37067,47920.0
 Oberalbertsdorf,50.76394,12.29792,5960.0
 Oberarnbach,49.37992,7.59483,23610.0
 Oberbergstraße,51.57403,7.97664,19390.0
 Oberbrombach,49.69825,7.24986,11850.0
 Oberdieten (dismantled),50.86861,8.40989,44943.33
 Oberdieten,50.86861,8.40989,44943.33
 Obere Kyll,50.31739,6.47803,79075.56
 Oberende,53.18594,8.89019,20324.0
 Obergeorgswerder Deich,53.50667,10.04156,35850.0
 Obergräfenhain,50.98367,12.72181,55060.0
 Obergünzburg (Bayern),47.841,10.46564,11983.33
 Oberhaldessen,51.47286,9.44347,13530.0
 Oberhausen,49.71983,7.85014,73695.0
 Oberherwigsdorf,50.92883,14.76528,4490.0
 Oberhof,54.07347,12.40042,5160.0
 Oberkotzau,50.24828,11.94694,43350.0
 Oberkrüchten,51.18272,6.20267,47710.0
 Oberlauch,50.16061,6.41303,14090.0
 Oberlungwitz,50.77,12.72,9720.0
 Obermörmter,51.72406,6.39322,12000.0
 Oberndorf,49.70389,7.82714,59895.0
 Oberndorf II,49.70436,7.83814,66000.0
 Oberngrub,49.85475,11.09356,29222.0
 Obernheim-Kirchenarnbach,49.35789,7.59636,78940.0
 Oberreichenbach,49.42578,10.76958,60720.0
 Oberschüpf,49.54581,9.65875,65300.0
 Oberseifersdorf,50.93228,14.82003,40205.71
 Obersteinbach-Penig,50.93131,12.6555,49637.14
 Oberthal,49.53081,7.08317,23705.0
 Oberwaltenkofen,48.60822,12.08019,14360.0
 Oberweißbach,50.58494,11.08383,0.0
 Oberwesel,50.09222,7.61317,62608.33
 Oberwesel - Damscheid,50.10458,7.62017,135350.0
 Oberwesel III,50.10658,7.72647,79590.0
 Obhausen I,51.38144,11.71006,43110.5
 Obhausen III,51.38144,11.71006,71878.0
 Obspringen,51.06886,6.04656,43389.0
 Ochsenberg,48.76128,10.17381,57600.0
 Ochsenbruch,52.58942,7.34444,43650.91
 Ochsenwerder,53.45486,10.09958,13880.0
 Ochtersum,53.62358,7.517,72000.0
 Ochtrup,52.17561,7.20939,42564.38
 Ockholm I,54.66081,8.85514,81600.0
 Ockholm II,54.66081,8.85514,81600.0
 Odenbach,49.68622,7.66569,13155.0
 Odersberg,50.59358,8.22181,82780.0
 OderWind GbR,52.75131,14.22022,20920.0
 Odisheim,53.38889,8.74036,81593.33
 Oechlitz,51.31417,11.73864,54753.33
 Oedelum,52.22961,10.10256,57440.0
 Oederquart,53.78869,9.286,38992.86
 Oederquart (dismantled),53.78869,9.286,38992.86
 Oelde,51.77953,8.14467,21235.0
 Oelerse,52.38706,10.26128,42910.83
 Oelerse VII,52.38733,10.14094,54920.0
 Oelerse VIII,52.38444,10.1325,56305.0
 Oelsig,51.67131,13.372,40230.0
 Oelsig Süd I,51.67131,13.372,46140.0
 Oelsig Süd II,51.67131,13.372,46950.0
 Oerel,53.49172,9.0545,21864.55
 Oerel-Fahrendorf,53.44278,9.06897,19150.0
 Oerlenbach,50.18347,10.14236,52363.33
 Oesbern,51.44722,7.83931,15000.0
 Oese,53.43711,8.98644,14400.0
 Oesterdeichstrich,54.17181,8.88281,16295.0
 Oestergaard,54.76164,9.80992,14290.0
 Oesterweg,52.04672,8.19575,14400.0
 Oesterwurth,54.19125,8.9625,66043.33
 Oettersdorf,50.59936,11.83536,16260.0
 Offenbach an der Queich,49.16928,8.20428,45010.0
 Ohe I,52.67608,10.19917,33483.33
 Ohe II,52.67608,10.19917,34410.0
 Ohlenbüttel,53.39111,9.77022,23285.0
 Ohlendorf,52.70733,8.85614,55144.0
 Ohmenheim,48.79481,10.36503,66123.33
 Ohne,52.26953,7.24922,36000.0
 Ohrel,53.38856,9.28939,22136.67
 Ohrenbach I,49.44606,10.189,23995.0
 Okeler Bruch,52.90997,8.83,53862.0
 Olbernhau,50.741,13.3675,14320.0
 Olbersleben,51.16869,11.33969,72990.0
 Oldeborg,53.64,7.98,10785.0
 Oldenbortel,54.06333,9.52947,70995.0
 Oldenbroker Feld,53.26519,8.36761,51117.5
 Oldendorf,53.38042,8.80739,30570.95
 Oldenswort-Moordeich,54.40114,8.94603,47783.33
 Olderup,54.52833,9.09819,51253.33
 Olderup-Sieke,54.53889,9.11125,49150.0
 Oldorf,53.63044,7.93061,14480.0
 Olfen,51.72619,7.39892,39812.0
 Olhafen,53.13383,8.70964,50470.0
 Ollarzried I,47.89219,10.37517,17640.0
 Ollarzried II,47.89219,10.37517,35303.33
 Olpenitz,54.66225,9.99217,14370.0
 Olsdorf,49.94711,6.37428,20350.0
 Olzheim,50.28128,6.48053,22260.0
 Olzheimer Berg,50.27969,6.47269,14395.0
 Oncken-Steen UG,53.32019,7.40844,37852.5
 Opitzhöhe,50.9955,13.6025,6240.0
 Oppenwehe,52.45033,8.51892,14627.0
 Orlenbach,50.15469,6.39131,11630.0
 Ormont,50.3255,6.44325,9510.0
 Ormont (dismantled),50.3255,6.44325,9510.0
 Ormont-Stadtkyll,50.31817,6.47769,71985.56
 Ortberg,51.52506,9.74908,14395.0
 Orthermersch-Grafeld,52.61089,7.65442,76800.0
 Orthöve,51.68558,7.03214,14370.0
 Oschersleben,52.02481,11.3685,44165.14
 Oslebshausen,53.143,8.74472,55160.0
 Osnabrück Süd,52.23731,8.04364,3050.0
 Ossenberg,51.57147,6.56108,17926.0
 Ostbevern,52.04256,7.79758,33798.57
 Osteel,53.53433,7.22425,45358.82
 Osteel (dismantled),53.53433,7.22425,45358.82
 Ostenberg,51.51092,7.67833,10603.33
 Ostenfeld,54.45,9.21,54445.0
 Oster-Ohrstedt,54.50308,9.25144,54260.0
 Osterath,51.27289,6.59136,19370.0
 Osterbruch,53.77486,8.95686,21864.44
 Ostercappeln,52.4125,8.22831,35887.5
 Osterfeld,51.09736,11.92389,48860.0
 Osterhausen I,51.45761,11.48333,42800.0
 Osterhausen II,51.45761,11.48333,44015.0
 Osterhausen III,51.45761,11.48333,47990.0
 Osterheide Hörup,54.72828,9.11786,68153.33
 Osterholz-Scharmbeck,53.22619,8.79461,11990.0
 Ostermarsch,53.62739,7.23133,55445.0
 Osterrade,54.35028,9.85131,48000.0
 Osterwick,52.02139,7.16178,38756.67
 Osterwittbekfeld,54.46881,9.28953,19360.0
 Ostrau/Mockritz-Zschochau,51.18992,13.21058,15206.67
 Ostrich,51.65431,6.89542,54460.0
 Ostritz,51.04553,14.93119,48000.0
 Ostritz-Leuba,51.0895,14.91561,35270.0
 OTB III,53.54797,8.62942,79940.0
 Otteinsteiner Hochfläche,51.93089,9.33103,19180.0
 Ottendorf,53.37467,9.40342,6480.0
 Ottenstein,51.948,9.38456,12000.0
 Otterndorf,53.80781,8.89869,13018.18
 Ottersberg (dismantled),53.12114,9.16156,23465.0
 Ottersberg,53.12114,9.16156,23465.0
 Ottobeuren,47.89219,10.37517,19240.0
 Owschlag,54.41361,9.5865,35952.5
 Oyten,53.0675,9.10433,14983.33
 Padenstedt,54.04947,9.91711,55140.0
 Paderborn,51.70456,8.86506,63324.29
 Paderborn (dismantled),51.70456,8.86506,63324.29
 Paderborn-Mönkeloh,51.68489,8.73983,46870.0
 Paderborn-Ost - Dahl-Neuenbeken,51.72228,8.84369,71806.0
